results_id,total_number_of_criteria,total_solution_space,required_set,required_set_percentage,mcdm_technique,margine,margine_percentage,dataset_id,decision_id,preference_weight_1,preference_weight_2,preference_weight_3,accuracy,accuracy_bruteforce,all_top_k,CP1_removal,CP2_removal,CP3_removal,CP1_mean,CP1_std,CP1_min,CP1_25,CP1_50,CP1_75,CP1_max,CP2_mean,CP2_std,CP2_min,CP2_25,CP2_50,CP2_75,CP2_max,CP3_mean,CP3_std,CP3_min,CP3_25,CP3_50,CP3_75,CP3_max
2225,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [41]",0,99,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2226,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [41]",1,98,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2227,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [53]",2,97,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2228,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [53]",3,96,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2229,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [53]",4,95,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2230,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",5,94,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2231,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",6,93,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2232,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",7,92,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2233,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",8,91,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2234,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",9,90,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2235,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",10,89,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2236,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",11,88,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2237,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",12,87,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2238,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",13,86,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2239,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",14,85,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2240,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",15,84,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2241,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",16,83,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2242,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",17,82,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2243,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",18,81,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2244,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",19,80,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2245,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",20,79,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2246,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",21,78,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2247,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",22,77,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2248,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",23,76,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2249,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",24,75,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2250,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",25,74,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2251,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",26,73,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2252,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",27,72,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2253,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",28,71,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2254,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",29,70,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2255,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",30,69,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2256,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",31,68,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2257,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",32,67,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2258,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",33,66,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2259,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",34,65,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2260,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",35,64,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2261,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",36,63,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2262,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",37,62,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2263,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",38,61,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2264,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",39,60,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2265,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",40,59,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2266,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",41,58,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2267,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",42,57,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2268,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [18]",43,56,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2269,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [36]",44,55,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2270,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [36]",45,54,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2271,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [36]",46,53,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2272,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [36]",47,52,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2273,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [36]",48,51,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2274,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [36]",49,50,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2275,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [41]",50,49,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2276,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [41]",51,48,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2277,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [41]",52,47,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2278,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [41]",53,46,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2279,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [41]",54,45,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2280,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [41]",55,44,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2281,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [41]",56,43,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2282,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [53]",57,42,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2283,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [53]",58,41,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2284,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [53]",59,40,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2285,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [53]",60,39,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2286,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,0,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [53]",61,38,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2287,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",62,37,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2288,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",63,36,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2289,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",64,35,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2290,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",65,34,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2291,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",66,33,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2292,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",67,32,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2293,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",68,31,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2294,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",69,30,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2295,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",70,29,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2296,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",71,28,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2297,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",72,27,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2298,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",73,26,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",74,25,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2300,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",75,24,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2301,2,100,1,0.01,1,0,0,1,1,0.384615,0.615385,NULL,0,100,"TRADITIONAL: [19] : HEURISTIC: [18] : BRUTEFORCE_HEURISTIC: [19]",76,23,NULL,0.56,0.31,0.03,0.33,0.55,0.88,1,0.5,0.31,0.02,0.23,0.49,0.76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
